sampleId,filename,datasetid
14182,14182_chexmix_peaks.bed,4fb52ef011b97586
14183,14183_chexmix_peaks.bed,ede9970ed448052f
14184,14184_chexmix_peaks.bed,eb2977b91f7f2519
14186,14186_chexmix_peaks.bed,51aecab7b965b37c
14187,14187_chexmix_peaks.bed,7a376d6ccd613cb3
14188,14188_chexmix_peaks.bed,99befb6d1f8c419f
14189,14189_chexmix_peaks.bed,fc763444ae52347e
14190,14190_chexmix_peaks.bed,dda222bc44792b21
14191,14191_chexmix_peaks.bed,68e248e7fc281310
14192,14192_chexmix_peaks.bed,70b45c2fa74e892d
14193,14193_chexmix_peaks.bed,58662f2175b184ef
14197,14197_chexmix_peaks.bed,266f02da8d099492
14198,14198_chexmix_peaks.bed,1604c0fff3677ef2
14199,14199_chexmix_peaks.bed,83bfccf5686f4a05
14255,14255_chexmix_peaks.bed,ff71aa2009e1df0d
14256,14256_chexmix_peaks.bed,08de5c1196257acd
14257,14257_chexmix_peaks.bed,d287ab8b202c3246
14258,14258_chexmix_peaks.bed,f211196fd59d5dca
14259,14259_chexmix_peaks.bed,9a919ac32216a762
14260,14260_chexmix_peaks.bed,a91afec12396d607
14262,14262_chexmix_peaks.bed,7d0092128dee7977
14265,14265_chexmix_peaks.bed,6d51180144dd9cf0
14267,14267_chexmix_peaks.bed,3e8ebb53c057367b
14269,14269_chexmix_peaks.bed,3c94cc9fa6d463ed
14275,14275_chexmix_peaks.bed,a583d8679676644f
14276,14276_chexmix_peaks.bed,0f333bb06f5da245
14277,14277_chexmix_peaks.bed,26c1d296b0120c9a
14278,14278_chexmix_peaks.bed,eb387936ba888306
14280,14280_chexmix_peaks.bed,488ece78f8ddd2d7
14281,14281_chexmix_peaks.bed,e58d3737c09fa73e
14282,14282_chexmix_peaks.bed,ba3a6c3135e94c58
14285,14285_chexmix_peaks.bed,8005f93e01562270
14292,14292_chexmix_peaks.bed,0d066a9a0bc882f1
14293,14293_chexmix_peaks.bed,033c0892f399f585
14298,14298_chexmix_peaks.bed,8424c8ad40abf50f
14351,14351_chexmix_peaks.bed,411a560bac1eaf7f
14352,14352_chexmix_peaks.bed,1781a906a9bcf046
14353,14353_chexmix_peaks.bed,ced7f0e3b495fef3
14355,14355_chexmix_peaks.bed,240054285fc5da6f
14356,14356_chexmix_peaks.bed,80b4bd93f42268e0
14357,14357_chexmix_peaks.bed,92357d5d65492ead
14358,14358_chexmix_peaks.bed,9fd42ae5bc7ea601
14361,14361_chexmix_peaks.bed,093939594f9b0b6e
14362,14362_chexmix_peaks.bed,b5741be3a77ff2b2
14363,14363_chexmix_peaks.bed,57aa64a29b7ac338
14364,14364_chexmix_peaks.bed,fdc7d1971a5a1611
14366,14366_chexmix_peaks.bed,8d0e29358a4f44db
14368,14368_chexmix_peaks.bed,31bba4e57ada3d26
14369,14369_chexmix_peaks.bed,3a9ecc5e63112b9a
14371,14371_chexmix_peaks.bed,649cd3e81655f7f2
14372,14372_chexmix_peaks.bed,5d548580fea1cb0c
14373,14373_chexmix_peaks.bed,31817c6bced460e4
14374,14374_chexmix_peaks.bed,72c9b66074beeff0
14375,14375_chexmix_peaks.bed,ab83407235faf895
